Mod:Item:MetaData, Localized Name
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Bowstring Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
tconstruct:brownstone:1, Rough Brownstone
tconstruct:brownstone:2, Brownstone Paver
tconstruct:brownstone:3, Brownstone Bricks
tconstruct:brownstone:4, Cracked Brownstone Bricks
tconstruct:brownstone:5, Fancy Brownstone Bricks
tconstruct:brownstone:6, Square Brownstone Bricks
tconstruct:brownstone:7, Brownstone Road
tconstruct:brownstone:8, Brownstone Creeperface
tconstruct:brownstone:9, Triangle Brownstone Bricks
tconstruct:brownstone:10, Small Brownstone Bricks
tconstruct:brownstone:11, Brownstone Tiles
tconstruct:brownstone_slab:0, Smooth Brownstone Slab
tconstruct:brownstone_slab:1, Rough Brownstone Slab
tconstruct:brownstone_slab:2, Brownstone Paver Slab
tconstruct:brownstone_slab:3, Brownstone Bricks Slab
tconstruct:brownstone_slab:4, Cracked Brownstone Bricks Slab
tconstruct:brownstone_slab:5, Fancy Brownstone Bricks Slab
tconstruct:brownstone_slab:6, Square Brownstone Bricks Slab
tconstruct:brownstone_slab:7, Brownstone Road Slab
tconstruct:brownstone_slab2:0, Brownstone Creeperface Slab
tconstruct:brownstone_slab2:1, Triangle Brownstone Bricks Slab
tconstruct:brownstone_slab2:2, Small Brownstone Bricks Slab
tconstruct:brownstone_slab2:3, Brownstone Tile Slab
tconstruct:brownstone_stairs_smooth:0, Smooth Brownstone Stairs
tconstruct:brownstone_stairs_rough:0, Rough Brownstone Stairs
tconstruct:brownstone_stairs_paver:0, Brownstone Paver Stairs
tconstruct:brownstone_stairs_brick:0, Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_cracked:0, Cracked Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_fancy:0, Fancy Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_square:0, Square Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_triangle:0, Triangle Brownstone Bricks Stairs
tconstruct:brownstone_stairs_brick_small:0, Small Brownstone Bricks Stairs
tconstruct:brownstone_stairs_road:0, Brownstone Road Stairs
tconstruct:brownstone_stairs_tile:0, Brownstone Tile Stairs
tconstruct:brownstone_stairs_creeper:0, Brownstone Creeperface Stairs
tconstruct:slimesling:0, Slimesling
tconstruct:slimesling:1, Slimesling
tconstruct:slimesling:2, Slimesling
tconstruct:slimesling:3, Congealed Bloodsling
tconstruct:slimesling:4, Slimesling
tconstruct:slime_boots:0, Slime Boots
tconstruct:slime_boots:1, Slime Boots
tconstruct:slime_boots:2, Slime Boots
tconstruct:slime_boots:3, Congealed Blood Boots
tconstruct:slime_boots:4, Slime Boots
tconstruct:piggybackpack, Piggybackpack
tconstruct:throwball:0, Glowball
tconstruct:throwball:1, EFLN
tconstruct:stone_stick, Stone Rod
tconstruct:fancy_frame:0, Fancy Item Frame
tconstruct:fancy_frame:1, Aluminium Brass Item Frame
tconstruct:fancy_frame:2, Cobalt Item Frame
tconstruct:fancy_frame:3, Ardite Item Frame
tconstruct:fancy_frame:4, Manyullyn Item Frame
tconstruct:fancy_frame:5, Golden Item Frame
tconstruct:fancy_frame:6, Clear Item Frame
tconstruct:moms_spaghetti, Mom's Spaghetti
darkutils:trap_move, Vector Plate
darkutils:trap_move_fast, Fast Vector Plate
darkutils:trap_move_hyper, Extreme Vector Plate
darkutils:update_detector, Block Update Detector
darkutils:trap_tile:0, Poison Trap
darkutils:trap_tile:1, Weakness Trap
darkutils:trap_tile:2, Damage Trap
darkutils:trap_tile:3, Slowness Trap
darkutils:trap_tile:4, Flame Trap
darkutils:trap_tile:5, Wither Trap
darkutils:trap_tile:6, Maim Trap
darkutils:trap_tile:7, Player Trap
darkutils:trap_anchor, Anchor Plate
darkutils:sneaky, Sneaky Block
darkutils:sneaky_lever, Sneaky Lever
darkutils:sneaky_ghost, Sneaky False Block
darkutils:sneaky_torch, Sneaky Torch
darkutils:sneaky_obsidian, Sneaky Obsidian
darkutils:sneaky_plate, Sneaky Pressure Plate
darkutils:sneaky_bedrock, Sneaky Bedrock
darkutils:sneaky_button, Sneaky Button
darkutils:shulker_pearl, Shulker Pearl
darkutils:pearl_block:0, Pearl Block
darkutils:pearl_block:1, Pearl Brick
darkutils:pearl_block:2, Carved Pearl Block
darkutils:pearl_block:3, Chiseled Pearl Block
darkutils:timer, Timer
darkutils:monolith:0, Monolith of Experience
darkutils:monolith:1, Monolith of Spawning
darkutils:filter:0, Mob Filter
darkutils:filter:1, Mob Filter
darkutils:filter:2, Mob Filter
darkutils:filter:3, Mob Filter
darkutils:filter:4, Mob Filter
darkutils:filter:5, Mob Filter
darkutils:filter:6, Mob Filter
darkutils:filter:7, Mob Filter
darkutils:filter:8, Mob Filter
darkutils:filter:9, Mob Filter
darkutils:filter:10, Mob Filter
darkutils:filter_inverted:0, Inverted Mob Filter
darkutils:filter_inverted:1, Inverted Mob Filter
darkutils:filter_inverted:2, Inverted Mob Filter
darkutils:filter_inverted:3, Inverted Mob Filter
darkutils:filter_inverted:4, Inverted Mob Filter
darkutils:filter_inverted:5, Inverted Mob Filter
darkutils:filter_inverted:6, Inverted Mob Filter
darkutils:filter_inverted:7, Inverted Mob Filter
darkutils:filter_inverted:8, Inverted Mob Filter
darkutils:filter_inverted:9, Inverted Mob Filter
darkutils:filter_inverted:10, Inverted Mob Filter
darkutils:lore_tag:0, §0Lore Tag
darkutils:lore_tag:1, §1Lore Tag
darkutils:lore_tag:2, §2Lore Tag
darkutils:lore_tag:3, §3Lore Tag
darkutils:lore_tag:4, §4Lore Tag
darkutils:lore_tag:5, §5Lore Tag
darkutils:lore_tag:6, §6Lore Tag
darkutils:lore_tag:7, §7Lore Tag
darkutils:lore_tag:8, §8Lore Tag
darkutils:lore_tag:9, §9Lore Tag
darkutils:lore_tag:10, §aLore Tag
darkutils:lore_tag:11, §bLore Tag
darkutils:lore_tag:12, §cLore Tag
darkutils:lore_tag:13, §dLore Tag
darkutils:lore_tag:14, §eLore Tag
darkutils:lore_tag:15, §fLore Tag
darkutils:grate, Item Grate
darkutils:fake_tnt, TNT
darkutils:ender_tether, Ender Tether
darkutils:ender_hopper, Ender Hopper
darkutils:ender_pearl_hopper, Pearled Ender Hopper
darkutils:slime_dyed:0, White Slime Block
darkutils:slime_dyed:1, Orange Slime Block
darkutils:slime_dyed:2, Magenta Slime Block
darkutils:slime_dyed:3, Light Blue Slime Block
darkutils:slime_dyed:4, Yellow Slime Block
darkutils:slime_dyed:5, Lime Slime Block
darkutils:slime_dyed:6, Pink Slime Block
darkutils:slime_dyed:7, Gray Slime Block
darkutils:slime_dyed:8, Light Gray Slime Block
darkutils:slime_dyed:9, Cyan Slime Block
darkutils:slime_dyed:10, Purple Slime Block
darkutils:slime_dyed:11, Blue Slime Block
darkutils:slime_dyed:12, Brown Slime Block
darkutils:slime_dyed:13, Green Slime Block
darkutils:slime_dyed:14, Red Slime Block
darkutils:slime_dyed:15, Black Slime Block
darkutils:material:0, Wither Dust
darkutils:material:1, Unstable Ender Pearl
darkutils:material:2, Dwindle Cream
darkutils:material:3, Dark Sugar
darkutils:wither_block:0, Wither Dust Block
darkutils:wither_block:1, Wither Dust Bricks
darkutils:wither_block:2, Carved Wither Dust Block
darkutils:wither_block:3, Chiseled Wither Dust Block
darkutils:wither_block:4, Corrupted Wither Dust Block
darkutils:wither_block:5, Checkered Wither Dust Block
darkutils:charm_agression, Aggression Charm
darkutils:focus_sash, Focus Sash
darkutils:charm_gluttony, Gluttony Charm
darkutils:charm_null, Null Charm
darkutils:charm_portal, Portal Charm
darkutils:charm_sleep, Sleep Charm
darkutils:anti_slime, Anti-Slime Block
deepmoblearning:machine_casing, Soot-covered Machine Casing
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
deepmoblearning:soot_covered_redstone, Soot-covered Redstone
deepmoblearning:soot_covered_plate, Soot-covered Plate
deepmoblearning:polymer_clay, Polymer Clay
deepmoblearning:deep_learner, §bDeep Learner§r
deepmoblearning:data_model_blank, Blank Data Model
deepmoblearning:creative_model_learner, Creative Model Learner
deepmoblearning:trial_key, §bTrial Key§r
deepmoblearning:glitch_heart, §bCorrupted Glitch Heart§r
deepmoblearning:glitch_fragment, §bUnstable Glitch Fragment§r
deepmoblearning:glitch_infused_ingot, §bGlitch Infused Ingot§r
deepmoblearning:glitch_infused_helmet, §bGlitch Infused Helmet§r
deepmoblearning:glitch_infused_chestplate, §bGlitch Infused Chestplate§r
deepmoblearning:glitch_infused_leggings, §bGlitch Infused Leggings§r
deepmoblearning:glitch_infused_boots, §bGlitch Infused Greaves§r
deepmoblearning:glitch_infused_sword, §bGlitch Infused Sword§r
deepmoblearning:data_model_zombie, §bZombie Data Model§r
deepmoblearning:data_model_skeleton, §bSkeleton Data Model§r
deepmoblearning:data_model_creeper, §bCreeper Data Model§r
deepmoblearning:data_model_spider, §bSpider Data Model§r
deepmoblearning:data_model_slime, §bSlime Data Model§r
deepmoblearning:data_model_witch, §bWitch Data Model§r
deepmoblearning:data_model_blaze, §bBlaze Data Model§r
deepmoblearning:data_model_ghast, §bGhast Data Model§r
deepmoblearning:data_model_wither_skeleton, §bWither Skeleton Data Model§r
deepmoblearning:data_model_enderman, §bEnderman Data Model§r
deepmoblearning:data_model_wither, §bWither Data Model§r
deepmoblearning:data_model_dragon, §bEnder Dragon Data Model§r
deepmoblearning:data_model_shulker, §bShulker Data Model§r
deepmoblearning:data_model_guardian, §bGuardian Data Model§r
deepmoblearning:data_model_thermal_elemental, §bThermal Elemental Data Model§r
deepmoblearning:data_model_tinker_slime, §bBlue Slime Data Model§r
deepmoblearning:living_matter_overworldian, Overworldian Matter
deepmoblearning:living_matter_hellish, Hellish Matter
deepmoblearning:living_matter_extraterrestrial, Extraterrestrial Matter
deepmoblearning:pristine_matter_zombie, Pristine Zombie Matter
deepmoblearning:pristine_matter_skeleton, Pristine Skeleton Matter
deepmoblearning:pristine_matter_creeper, Pristine Creeper Matter
deepmoblearning:pristine_matter_spider, Pristine Spider Matter
deepmoblearning:pristine_matter_slime, Pristine Slime Matter
deepmoblearning:pristine_matter_witch, Pristine Witch Matter
deepmoblearning:pristine_matter_blaze, Pristine Blaze Matter
deepmoblearning:pristine_matter_ghast, Pristine Ghast Matter
deepmoblearning:pristine_matter_wither_skeleton, Pristine Wither Skeleton Matter
deepmoblearning:pristine_matter_enderman, Pristine Enderman Matter
deepmoblearning:pristine_matter_wither, Pristine Wither Matter
deepmoblearning:pristine_matter_dragon, Pristine Ender Dragon Matter
deepmoblearning:pristine_matter_shulker, Pristine Shulker Matter
deepmoblearning:pristine_matter_guardian, Pristine Guardian Matter
deepmoblearning:pristine_matter_thermal_elemental, Pristine Thermal Elemental Matter
deepmoblearning:pristine_matter_tinker_slime, Pristine Blue Slime Matter
deepmoblearningbm:digital_agonizer, Digital Mob Agonizer
deepmoblearningbm:altar_linker, Altar Linker
doggytalents:throw_bone, Throw Bone
doggytalents:throw_bone_wet, Drool Throw Bone
doggytalents:throw_stick, Throw Stick
doggytalents:throw_stick_wet, Drool Throw Stick
doggytalents:training_treat, Training Treat
doggytalents:super_treat, Super Treat
doggytalents:master_treat, Master Treat
doggytalents:dire_treat, Dire Treat
doggytalents:breeding_bone, Breeding Bone
doggytalents:collar_shears, Collar Shears
doggytalents:doggy_charm, Doggy Charm
doggytalents:radio_collar, Radio Collar
doggytalents:wool_collar, Wool Collar
doggytalents:creative_collar, Creative Collar
doggytalents:spotted_collar, Spotted Collar
doggytalents:multicoloured_collar, Multicolored Collar
doggytalents:creative_radar, Creative Radar
doggytalents:radar, Radar
doggytalents:whistle, item.doggytalents.whistle.name
doggytalents:treat_bag, Treat Bag
doggytalents:chew_stick, Chew Stick
doggytalents:cape, Tartan Cape
doggytalents:cape_coloured, Colored Cape
doggytalents:sunglasses, Dog Sunglasses
doggytalents:leather_jacket, Leather Jacket
doggytalents:tiny_bone, Tiny Bone
doggytalents:big_bone, Big Bone
doggytalents:owner_change, Change Dog Owner
doggytalents:dog_bath, Dog Bath
doggytalents:food_bowl, Food Bowl
natura:clouds:0, Cloud
natura:clouds:1, Dark Cloud
natura:clouds:2, Ash Cloud
natura:clouds:3, Sulfur Cloud
natura:materials:0, Barley
natura:materials:1, Barley Flour
natura:materials:2, Wheat Flour
natura:materials:3, Cotton
natura:materials:4, Sulfur
natura:materials:5, Ghostwood Fletching
natura:materials:6, Imp Leather
natura:materials:7, Flamestring
natura:materials:8, Blue Dye
natura:empty_bowls:0, Empty Ghostwood Bowl
natura:empty_bowls:1, Empty Bloodwood Bowl
natura:empty_bowls:2, Empty Darkwood Bowl
natura:empty_bowls:3, Empty Fusewood Bowl
natura:edibles:0, Raw Imphide
natura:edibles:1, Cooked Imphide
natura:edibles:2, Raspberry
natura:edibles:3, Blueberry
natura:edibles:4, Blackberry
natura:edibles:5, Maloberry
natura:edibles:6, Blightberry
natura:edibles:7, Duskberry
natura:edibles:8, Skyberry
natura:edibles:9, Stingberry
natura:edibles:10, Potash Apple
natura:edibles:11, Cactus Juice
natura:soups:0, Mushroom Stew
natura:soups:1, Mushroom Stew
natura:soups:2, Mushroom Stew
natura:soups:3, Mushroom Stew
natura:soups:4, Glowshroom Stew
natura:soups:5, Glowshroom Stew
natura:soups:6, Glowshroom Stew
natura:soups:7, Glowshroom Stew
natura:soups:8, Glowshroom Stew
natura:soups:9, Berry Medley
natura:seed_bags:0, Wheat Seed Bag
natura:seed_bags:1, Carrot Bag
natura:seed_bags:2, Potato Bag
natura:seed_bags:3, Nether Wart Bag
natura:sticks:0, Maple Sticks
natura:sticks:1, Silverbell Sticks
natura:sticks:2, Amaranth Sticks
natura:sticks:3, Tiger Sticks
natura:sticks:4, Willow Sticks
natura:sticks:5, Eucalyptus Sticks
natura:sticks:6, Hopseed Sticks
natura:sticks:7, Sakura Sticks
natura:sticks:8, Redwood Sticks
natura:sticks:9, Ghostwood Sticks
natura:sticks:10, Darkwood Sticks
natura:sticks:11, Fusewood Sticks
natura:sticks:12, Bloodwood Sticks
natura:bonemeal_bag, Bone Meal Bag
natura:colored_grass:0, Topiary Grass
natura:colored_grass:1, Bluegrass
natura:colored_grass:2, Autumnal Grass
natura:colored_grass_slab:0, Topiary Grass Slab
natura:colored_grass_slab:1, Bluegrass Slab
natura:colored_grass_slab:2, Autumnal Grass Slab
natura:colored_grass_stairs_topiary:0, Topiary Grass Stairs
natura:colored_grass_stairs_bluegrass:0, Bluegrass Stairs
natura:colored_grass_stairs_autumnal:0, Autumnal Grass Stairs
natura:overworld_logs:0, Maple Wood
natura:overworld_logs:1, Silverbell Wood
natura:overworld_logs:2, Amaranth Wood
natura:overworld_logs:3, Tiger Wood
natura:overworld_logs2:0, Willow Wood
natura:overworld_logs2:1, Eucalyptus Wood
natura:overworld_logs2:2, Hopseed Wood
natura:overworld_logs2:3, Sakura Wood
natura:redwood_logs:0, Redwood Bark
natura:redwood_logs:1, Redwood
natura:redwood_logs:2, Redwood Root
natura:overworld_leaves:0, Maple Leaves
natura:overworld_leaves:1, Silverbell Leaves
natura:overworld_leaves:2, Amaranth Leaves
natura:overworld_leaves:3, Tiger Leaves
natura:overworld_leaves2:0, Willow Leaves
natura:overworld_leaves2:1, Eucalyptus Leaves
natura:overworld_leaves2:2, Hopseed Leaves
natura:overworld_leaves2:3, Sakura Leaves
natura:redwood_leaves:0, Redwood Leaves
natura:overworld_sapling:0, Maple Sapling
natura:overworld_sapling:1, Silverbell Sapling
natura:overworld_sapling:2, Amaranth Sapling
natura:overworld_sapling:3, Tigerwood Sapling
natura:overworld_sapling2:0, Willow Sapling
natura:overworld_sapling2:1, Eucalyptus Sapling
natura:overworld_sapling2:2, Hopseed Sapling
natura:overworld_sapling2:3, Sakura Sapling
natura:redwood_sapling:0, Redwood Sapling
natura:bluebells_flower:0, Bluebells
natura:overworld_planks:0, Maple Planks
natura:overworld_planks:1, Silverbell Planks
natura:overworld_planks:2, Amaranth Planks
natura:overworld_planks:3, Tigerwood Planks
natura:overworld_planks:4, Willow Planks
natura:overworld_planks:5, Eucalyptus Planks
natura:overworld_planks:6, Hopseed Planks
natura:overworld_planks:7, Sakura Planks
natura:overworld_planks:8, Redwood Planks
natura:overworld_slab:0, Maple Slab
natura:overworld_slab:1, Silverbell Slab
natura:overworld_slab:2, Amaranth Slab
natura:overworld_slab:3, Tigerwood Slab
natura:overworld_slab:4, Willow Slab
natura:overworld_slab2:0, Eucalyptus Slab
natura:overworld_slab2:1, Hopseed Slab
natura:overworld_slab2:2, Sakura Slab
natura:overworld_slab2:3, Redwood Slab
natura:overworld_stairs_maple:0, Maple Stairs
natura:overworld_stairs_silverbell:0, Silverbell Stairs
natura:overworld_stairs_amaranth:0, Amaranth Stairs
natura:overworld_stairs_tiger:0, Tiger Stairs
natura:overworld_stairs_willow:0, Willow Stairs
natura:overworld_stairs_eucalyptus:0, Eucalyptus Stairs
natura:overworld_stairs_hopseed:0, Hopseed Stairs
natura:overworld_stairs_sakura:0, Sakura Stairs
natura:overworld_stairs_redwood:0, Redwood Stairs
natura:overworld_berrybush_raspberry:0, Raspberry Bush
natura:overworld_berrybush_blueberry:0, Blueberry Bush
natura:overworld_berrybush_blackberry:0, Blackberry Bush
natura:overworld_berrybush_maloberry:0, Maloberry Bush
natura:barley_crop:0, tile.natura.barley_crop.name
natura:cotton_crop:0, tile.natura.cotton_crop.name
natura:overworld_door_eucalyptus:0, tile.natura.overworld_door_eucalyptus.name
natura:overworld_door_hopseed:0, tile.natura.overworld_door_hopseed.name
natura:overworld_door_sakura:0, tile.natura.overworld_door_sakura.name
natura:overworld_door_redwood:0, tile.natura.overworld_door_redwood.name
natura:overworld_door_redwood_bark:0, tile.natura.overworld_door_redwood_bark.name
natura:overworld_door_tiger:0, tile.natura.overworld_door_tiger.name
natura:overworld_door_maple:0, tile.natura.overworld_door_maple.name
natura:overworld_door_silverbell:0, tile.natura.overworld_door_silverbell.name
natura:saguaro:0, Saguaro Cactus
natura:saguaro_baby:0, Baby Saguaro Cactus
natura:saguaro_fruit:0, Saguaro Fruit
natura:overworld_seeds:0, Barley Seeds
natura:overworld_seeds:1, Cotton Seeds
natura:overworld_seed_bags:0, Barley Seed Bag
natura:overworld_seed_bags:1, Cotton Seed Bag
natura:overworld_doors:0, Eucalyptus Door
natura:overworld_doors:1, Hopseed Door
natura:overworld_doors:2, Sakura Door
natura:overworld_doors:3, Redwood Door
natura:overworld_doors:4, Redwood Bark Door
natura:overworld_doors:5, Tiger Door
natura:overworld_doors:6, Maple Door
natura:overworld_doors:7, Silverbell Door
natura:saguaro_fruit_item, Saguaro Fruit
natura:nether_logs:0, Ghostwood
natura:nether_logs:1, Darkwood
natura:nether_logs:2, Fusewood
natura:nether_logs2:0, Bloodwood
natura:nether_logs2:15, Bloodwood
natura:nether_leaves:0, Ghostwood Leaves
natura:nether_leaves:1, Blood Leaves
natura:nether_leaves:2, Fusewood Leaves
natura:nether_leaves2:0, Darkwood Leaves
natura:nether_leaves2:1, Darkwood Leaves
natura:nether_leaves2:2, Darkwood Leaves
natura:nether_sapling:0, Ghostwood Sapling
natura:nether_sapling:1, Fusewood Sapling
natura:nether_sapling:2, Darkwood Sapling
natura:nether_sapling2:0, Bloodwood Sapling
natura:nether_planks:0, Ghostwood Planks
natura:nether_planks:1, Bloodwood Planks
natura:nether_planks:2, Darkwood Planks
natura:nether_planks:3, Fusewood Planks
natura:nether_slab:0, Ghostwood Slab
natura:nether_slab:1, Blood Slab
natura:nether_slab:2, Darkwood Slab
natura:nether_slab:3, Fusewood Slab
natura:nether_heat_sand:0, Heat Sand
natura:nether_tainted_soil:0, Tainted Soil
natura:nether_tainted_soil:1, Tainted Soil
natura:nether_tainted_soil:2, Tainted Soil
natura:nether_thorn_vines:0, Thornvines
natura:nether_glass:0, Soul Glass
natura:nether_glass:1, Heat Glass
natura:nether_stairs_ghostwood:0, Ghostwood Stairs
natura:nether_stairs_bloodwood:0, Blood Stairs
natura:nether_stairs_darkwood:0, Darkwood Stairs
natura:nether_stairs_fusewood:0, Fusewood Stairs
natura:nether_berrybush_blightberry:0, Blightberry Bush
natura:nether_berrybush_duskberry:0, Duskberry Bush
natura:nether_berrybush_skyberry:0, Skyberry Bush
natura:nether_berrybush_stingberry:0, Stingberry Bush
natura:respawn_obelisk:0, Inactive Respawn Obelisk
natura:nether_glowshroom:0, Green Glowshroom
natura:nether_glowshroom:1, Blue Glowshroom
natura:nether_glowshroom:2, Purple Glowshroom
natura:nether_green_large_glowshroom:0, Green Glowshroom
natura:nether_blue_large_glowshroom:0, Blue Glowshroom
natura:nether_purple_large_glowshroom:0, Purple Glowshroom
natura:nether_door_ghostwood:0, tile.natura.nether_door_ghostwood.name
natura:nether_door_bloodwood:0, tile.natura.nether_door_bloodwood.name
natura:nether_door_darkwood:0, tile.natura.nether_door_darkwood.name
natura:nether_door_fusewood:0, tile.natura.nether_door_fusewood.name
natura:blaze_hopper:0, Blaze Hopper
natura:nether_lever:0, Lever
natura:nether_button:0, Button
natura:nether_pressure_plate:0, Pressure Plate
natura:blaze_rail:0, Blaze Rail
natura:blaze_rail_golden:0, Powered Blaze Rail
natura:blaze_rail_activator:0, Activator Blaze Rail
natura:blaze_rail_detector:0, Detector Blaze Rail
natura:netherrack_furnace:0, Nether Furnace
natura:lit_netherrack_furnace:0, Nether Furnace
natura:nether_doors:0, Ghostwood Door
natura:nether_doors:1, Bloodwood Door
natura:nether_doors:2, Darkwood Door
natura:nether_doors:3, Fusewood Door
natura:maple_button:0, Maple Button
natura:maple_pressure_plate:0, Maple Pressure Plate
natura:maple_trap_door:0, Maple Trap Door
natura:maple_fence:0, Maple Fence
natura:maple_fence_gate:0, Maple Fence Gate
natura:silverbell_button:0, Silverbell Button
natura:silverbell_pressure_plate:0, Silverbell Pressure Plate
natura:silverbell_trap_door:0, Silverbell Trap Door
natura:silverbell_fence:0, Silverbell Fence
natura:silverbell_fence_gate:0, Silverbell Fence Gate
natura:amaranth_button:0, Amaranth Button
natura:amaranth_pressure_plate:0, Amaranth Pressure Plate
natura:amaranth_trap_door:0, Amaranth Trap Door
natura:amaranth_fence:0, Amaranth Fence
natura:amaranth_fence_gate:0, Amaranth Fence Gate
natura:tiger_button:0, Tiger Button
natura:tiger_pressure_plate:0, Tiger Pressure Plate
natura:tiger_trap_door:0, Tiger Trap Door
natura:tiger_fence:0, Tiger Fence
natura:tiger_fence_gate:0, Tiger Fence Gate
natura:willow_button:0, Willow Button
natura:willow_pressure_plate:0, Willow Pressure Plate
natura:willow_trap_door:0, Willow Trap Door
natura:willow_fence:0, Willow Fence
natura:willow_fence_gate:0, Willow Fence Gate
natura:eucalyptus_button:0, Eucalyptus Button
natura:eucalyptus_pressure_plate:0, Eucalyptus Pressure Plate
natura:eucalyptus_trap_door:0, Eucalyptus Trap Door
natura:eucalyptus_fence:0, Eucalyptus Fence
natura:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
natura:hopseed_button:0, Hopseed Button
natura:hopseed_pressure_plate:0, Hopseed Pressure Plate
natura:hopseed_trap_door:0, Hopseed Trap Door
natura:hopseed_fence:0, Hopseed Fence
natura:hopseed_fence_gate:0, Hopseed Fence Gate
natura:sakura_button:0, Sakura Button
natura:sakura_pressure_plate:0, Sakura Pressure Plate
natura:sakura_trap_door:0, Sakura Trap Door
natura:sakura_fence:0, Sakura Fence
natura:sakura_fence_gate:0, Sakura Fence Gate
natura:redwood_button:0, Redwood Button
natura:redwood_pressure_plate:0, Redwood Pressure Plate
natura:redwood_trap_door:0, Redwood Trap Door
natura:redwood_fence:0, Redwood Fence
natura:redwood_fence_gate:0, Redwood Fence Gate
natura:overworld_bookshelves:0, Maple Bookshelf
natura:overworld_bookshelves:1, Silverbell Bookshelf
natura:overworld_bookshelves:2, Amaranth Bookshelf
natura:overworld_bookshelves:3, Tiger Bookshelf
natura:overworld_bookshelves:4, Willow Bookshelf
natura:overworld_bookshelves:5, Eucalyptus Bookshelf
natura:overworld_bookshelves:6, Hopseed Bookshelf
natura:overworld_bookshelves:7, Sakura Bookshelf
natura:overworld_bookshelves:8, Redwood Bookshelf
natura:overworld_workbenches:0, Maple Workbench
natura:overworld_workbenches:1, Silverbell Workbench
natura:overworld_workbenches:2, Amaranth Workbench
natura:overworld_workbenches:3, Tiger Workbench
natura:overworld_workbenches:4, Willow Workbench
natura:overworld_workbenches:5, Eucalyptus Workbench
natura:overworld_workbenches:6, Hopseed Workbench
natura:overworld_workbenches:7, Sakura Workbench
natura:overworld_workbenches:8, Redwood Workbench
natura:ghostwood_button:0, Ghostwood Button
natura:ghostwood_pressure_plate:0, Ghostwood Pressure Plate
natura:ghostwood_trap_door:0, Ghostwood Trap Door
natura:ghostwood_fence:0, Ghostwood Fence
natura:ghostwood_fence_gate:0, Ghostwood Fence Gate
natura:bloodwood_button:0, Bloodwood Button
natura:bloodwood_pressure_plate:0, Bloodwood Pressure Plate
natura:bloodwood_trap_door:0, Bloodwood Trap Door
natura:bloodwood_fence:0, Bloodwood Fence
natura:bloodwood_fence_gate:0, Bloodwood Fence Gate
natura:fusewood_button:0, Fusewood Button
natura:fusewood_pressure_plate:0, Fusewood Pressure Plate
natura:fusewood_trap_door:0, Fusewood Trap Door
natura:fusewood_fence:0, Fusewood Fence
natura:fusewood_fence_gate:0, Fusewood Fence Gate
natura:darkwood_button:0, Darkwood Button
natura:darkwood_pressure_plate:0, Darkwood Pressure Plate
natura:darkwood_trap_door:0, Darkwood Trap Door
natura:darkwood_fence:0, Darkwood Fence
natura:darkwood_fence_gate:0, Darkwood Fence Gate
natura:nether_bookshelves:0, Ghostwood Bookshelf
natura:nether_bookshelves:1, Bloodwood Bookshelf
natura:nether_bookshelves:2, Darkwood Bookshelf
natura:nether_bookshelves:3, Fusewood Bookshelf
natura:nether_workbenches:0, Ghostwood Workbench
natura:nether_workbenches:1, Bloodwood Workbench
natura:nether_workbenches:2, Darkwood Workbench
natura:nether_workbenches:3, Fusewood Workbench
